sale_id,store_id,region,product_name,category,quantity,unit_price,sale_date,customer_age_group
2895,Store_034,North,Chicken,Meat,3,8.99,2023-12-13,36-45
2896,Store_043,West,Banana,Produce,16,0.29,2023-04-06,56+
2897,Store_039,Central,Cheese,Dairy,13,5.99,2023-02-01,18-25
2898,Store_030,North,Water,Beverages,20,0.99,2024-01-03,46-55
2899,Store_026,East,Water,Beverages,19,0.99,2024-10-03,18-25
2900,Store_016,West,Cheese,Dairy,9,5.99,2023-09-27,46-55
2901,Store_001,South,Juice,Beverages,18,3.49,2024-03-09,56+
2902,Store_022,East,Juice,Beverages,7,3.49,2024-10-30,46-55
2903,Store_033,South,Chicken,Meat,8,8.99,2024-10-13,18-25
2904,Store_017,South,Milk,Dairy,8,3.99,2023-11-07,46-55
2905,Store_041,West,Pork,Meat,8,7.99,2023-06-02,36-45
2906,Store_009,North,Pasta,Pantry,19,1.49,2023-04-13,18-25
2907,Store_007,North,Shrimp,Seafood,10,11.99,2023-05-13,46-55
2908,Store_041,North,Beef,Meat,17,12.99,2023-04-11,56+
2909,Store_038,West,Chicken,Meat,8,8.99,2023-11-05,26-35
2910,Store_037,West,Salmon,Seafood,17,14.99,2024-06-21,56+
2911,Store_040,Central,Pasta,Pantry,19,1.49,2024-10-22,56+
2912,Store_026,West,Water,Beverages,15,0.99,2023-12-30,
2913,Store_008,North,Cereal,Pantry,9,4.49,2024-12-28,26-35
2914,Store_031,Central,Salmon,Seafood,15,14.99,2023-09-30,56+
2915,Store_037,Central,Pork,Meat,20,7.99,2024-01-26,36-45
2916,Store_008,North,Beef,Meat,11,12.99,2023-06-01,26-35
2917,Store_004,South,Cereal,Pantry,4,4.49,2023-07-08,36-45
2918,Store_038,West,Bread,Bakery,15,2.99,2024-10-03,18-25
2919,Store_041,Central,Water,Beverages,6,0.99,2023-01-20,56+
2920,Store_008,East,Chicken,Meat,12,8.99,2024-11-02,36-45
2921,Store_012,Central,Salmon,Seafood,18,14.99,2023-03-06,46-55
2922,Store_008,North,Yogurt,Dairy,16,2.49,2023-02-24,
2923,Store_034,North,Salmon,Seafood,6,14.99,2024-09-08,18-25
2924,Store_041,South,Soda,Beverages,20,1.99,2023-02-24,56+
2925,Store_019,Central,Pasta,Pantry,3,1.49,2024-05-20,36-45
2926,Store_032,Central,Banana,Produce,5,0.29,2023-01-19,46-55
2927,Store_029,East,Pork,Meat,9,7.99,2023-11-16,26-35
2928,Store_044,North,Bread,Bakery,3,2.99,2024-09-11,56+
2929,Store_042,East,Water,Beverages,12,0.99,2023-11-01,26-35
2930,Store_016,East,Juice,Beverages,19,3.49,2024-09-05,36-45
2931,Store_004,West,Chicken,Meat,12,8.99,2023-02-20,46-55
2932,Store_019,East,Milk,Dairy,11,3.99,2024-02-05,18-25
2933,Store_016,East,Salmon,Seafood,16,14.99,2024-02-04,18-25
2934,Store_039,West,Pasta,Pantry,8,,2024-02-08,46-55
2935,Store_015,West,Chicken,Meat,12,8.99,2023-11-04,18-25
2936,Store_038,East,Croissant,Bakery,5,1.99,2024-03-07,36-45
2937,Store_050,North,Chicken,Meat,5,8.99,2023-09-11,18-25
2938,Store_006,East,Beef,Meat,4,12.99,2024-05-06,18-25
2939,Store_042,East,Cereal,Pantry,6,4.49,2024-01-23,46-55
2940,Store_023,North,Banana,Produce,18,0.29,2023-01-20,18-25
2941,Store_019,North,Yogurt,Dairy,16,2.49,2023-08-27,36-45
2942,Store_006,West,Milk,Dairy,7,3.99,2023-11-02,26-35
2943,Store_008,South,Banana,Produce,7,0.29,2024-07-05,18-25
2944,Store_009,South,Milk,Dairy,14,3.99,2023-02-01,56+
2945,Store_007,East,Shrimp,Seafood,11,11.99,2024-09-15,36-45
2946,Store_025,South,Water,Beverages,9,0.99,2023-10-08,56+
2947,Store_006,South,Apple,Produce,12,0.79,2023-05-16,56+
2948,Store_043,West,Soda,Beverages,7,1.99,2024-02-28,18-25
2949,Store_023,North,Salmon,Seafood,14,14.99,2024-01-18,36-45
2950,Store_030,North,Bagel,Bakery,14,0.99,2024-03-06,56+
2951,Store_016,North,Milk,Dairy,8,3.99,2024-01-15,26-35
2952,Store_020,East,Shrimp,Seafood,16,11.99,2024-01-05,18-25
2953,Store_022,East,Soda,Beverages,18,1.99,2024-09-28,26-35
2954,Store_044,West,Yogurt,Dairy,15,2.49,2024-05-21,26-35
2955,Store_011,West,Croissant,Bakery,11,1.99,2024-08-12,18-25
2956,Store_018,Central,Bread,Bakery,13,2.99,2024-06-05,18-25
2957,Store_032,Central,Cheese,Dairy,6,5.99,2023-11-20,
2958,Store_027,South,Pasta,Pantry,13,1.49,2023-10-25,26-35
2959,Store_046,East,Water,Beverages,1,0.99,2023-03-07,26-35
2960,Store_017,Central,Salmon,Seafood,4,14.99,2024-06-26,36-45
2961,Store_024,Central,Bread,Bakery,16,2.99,2023-08-31,26-35
2962,Store_034,Central,Pork,Meat,18,7.99,2024-03-02,36-45
2963,Store_042,South,Banana,Produce,10,0.29,2024-07-20,18-25
2964,Store_005,West,Tuna,Seafood,6,9.99,2023-04-12,26-35
2965,Store_018,Central,Milk,Dairy,13,3.99,2023-08-01,18-25
2966,Store_042,East,Cereal,Pantry,17,,2023-08-25,36-45
2967,Store_023,North,Pasta,Pantry,18,1.49,2024-10-04,56+
2968,Store_023,West,Cheese,Dairy,1,5.99,2024-07-03,18-25
2969,Store_002,Central,Bread,Bakery,7,2.99,2023-04-10,18-25
2970,Store_015,North,Milk,Dairy,11,3.99,2023-08-26,56+
2971,Store_040,North,Chicken,Meat,5,8.99,2023-09-01,46-55
2972,Store_022,East,Bagel,Bakery,7,0.99,2024-04-04,46-55
2973,Store_027,East,Bread,Bakery,14,2.99,2023-10-25,56+
2974,Store_011,Central,Apple,Produce,14,0.79,2024-11-10,56+
2975,Store_031,North,Bagel,Bakery,20,0.99,2024-03-11,56+
2976,Store_016,West,Bread,Bakery,12,2.99,2024-09-16,36-45
2977,Store_040,West,Soda,Beverages,16,1.99,2023-01-13,
2978,Store_028,North,Rice,Pantry,14,2.99,2023-04-02,18-25
2979,Store_040,West,Cereal,Pantry,10,4.49,2024-02-07,56+
2980,Store_027,East,Shrimp,Seafood,1,11.99,2024-10-02,56+
2981,Store_010,West,Chicken,Meat,13,8.99,2024-03-12,36-45
2982,Store_049,North,Cereal,Pantry,14,4.49,2024-06-01,56+
2983,Store_016,Central,Tuna,Seafood,3,9.99,2023-04-29,36-45
2984,Store_028,North,Juice,Beverages,3,3.49,2023-09-03,18-25
2985,Store_022,Central,Pork,Meat,6,7.99,2023-08-12,36-45
2986,Store_047,South,Yogurt,Dairy,16,2.49,2024-06-20,26-35
2987,Store_030,North,Chicken,Meat,13,8.99,2023-03-20,26-35
2988,Store_011,West,Soda,Beverages,11,1.99,2023-12-29,36-45
2989,Store_005,South,Bread,Bakery,6,2.99,2023-11-02,26-35
2990,Store_035,East,Soda,Beverages,2,1.99,2024-04-26,56+
2991,Store_043,West,Milk,Dairy,2,3.99,2023-07-11,26-35
2992,Store_007,West,Banana,Produce,7,0.29,2024-06-22,36-45
2993,Store_047,East,Soda,Beverages,11,1.99,2023-04-06,46-55
2994,Store_032,South,Salmon,Seafood,18,14.99,2023-06-29,56+
2995,Store_003,West,Juice,Beverages,4,3.49,2024-02-07,
2996,Store_006,South,Tuna,Seafood,5,9.99,2023-10-10,36-45
2997,Store_033,East,Bread,Bakery,8,2.99,2023-08-09,56+
2998,Store_044,East,Shrimp,Seafood,2,11.99,2024-08-24,46-55
2999,Store_024,West,Shrimp,Seafood,10,11.99,2023-02-10,36-45
3000,Store_002,Central,Juice,Beverages,6,3.49,2023-12-14,18-25
3001,Store_015,South,Cereal,Pantry,12,4.49,2023-03-27,26-35
3002,Store_004,Central,Bagel,Bakery,13,0.99,2023-10-04,
3003,Store_033,Central,Yogurt,Dairy,8,2.49,2024-06-17,46-55
3004,Store_019,South,Orange,Produce,2,0.89,2023-11-17,26-35
3005,Store_028,East,Pork,Meat,4,7.99,2023-11-15,36-45
3006,Store_015,South,Orange,Produce,7,0.89,2023-03-20,46-55
3007,Store_034,South,Banana,Produce,7,0.29,2024-05-19,26-35
3008,Store_002,West,Juice,Beverages,18,3.49,2024-12-24,26-35
3009,Store_039,East,Water,Beverages,14,0.99,2024-09-12,36-45
3010,Store_017,North,Rice,Pantry,9,2.99,2024-07-27,46-55
3011,Store_044,South,Beef,Meat,4,12.99,2024-12-21,46-55
3012,Store_008,East,Shrimp,Seafood,16,11.99,2023-03-17,
3013,Store_045,Central,Chicken,Meat,7,8.99,2024-10-13,18-25
3014,Store_047,Central,Pasta,Pantry,3,1.49,2023-05-18,46-55
3015,Store_037,West,Orange,Produce,18,0.89,2023-04-28,56+
3016,Store_021,Central,Chicken,Meat,8,8.99,2024-07-29,36-45
3017,Store_033,West,Yogurt,Dairy,2,2.49,2024-11-19,56+
3018,Store_045,South,Yogurt,Dairy,11,2.49,2023-11-08,46-55
3019,Store_032,Central,Soda,Beverages,17,1.99,2024-09-09,36-45
3020,Store_025,North,Juice,Beverages,16,3.49,2023-12-04,46-55
3021,Store_028,West,Croissant,Bakery,5,1.99,2023-12-27,
3022,Store_012,Central,Croissant,Bakery,7,1.99,2023-06-16,18-25
3023,Store_012,South,Chicken,Meat,8,8.99,2024-05-21,26-35
3024,Store_012,East,Apple,Produce,8,0.79,2024-07-04,56+
3025,Store_034,East,Pork,Meat,18,7.99,2023-06-14,36-45
3026,Store_009,West,Milk,Dairy,7,3.99,2023-12-21,46-55
3027,Store_047,Central,Pasta,Pantry,2,1.49,2024-05-29,26-35
3028,Store_008,South,Tuna,Seafood,1,9.99,2023-12-05,46-55
3029,Store_029,Central,Water,Beverages,19,0.99,2024-04-16,18-25
3030,Store_001,West,Chicken,Meat,13,8.99,2023-09-10,46-55
3031,Store_017,South,Beef,Meat,11,12.99,2023-10-05,46-55
3032,Store_002,Central,Apple,Produce,16,0.79,2024-08-19,56+
3033,Store_018,West,Chicken,Meat,16,8.99,2024-04-25,36-45
3034,Store_030,South,Salmon,Seafood,14,14.99,2023-01-21,36-45
3035,Store_031,East,Soda,Beverages,6,1.99,2023-09-15,
3036,Store_050,Central,Bagel,Bakery,16,0.99,2024-11-29,56+
3037,Store_009,Central,Water,Beverages,15,0.99,2023-01-17,18-25
3038,Store_040,Central,Cheese,Dairy,9,5.99,2023-11-02,46-55
3039,Store_045,North,Juice,Beverages,15,3.49,2023-09-05,56+
3040,Store_017,North,Rice,Pantry,1,2.99,2023-05-11,46-55
3041,Store_033,East,Bread,Bakery,18,2.99,2023-01-14,46-55
3042,Store_034,East,Apple,Produce,6,0.79,2023-09-11,46-55
3043,Store_049,South,Chicken,Meat,18,8.99,2023-04-27,56+
3044,Store_016,East,Tuna,Seafood,2,9.99,2023-06-22,36-45
3045,Store_029,South,Beef,Meat,12,12.99,2024-02-26,36-45
3046,Store_018,South,Banana,Produce,13,0.29,2024-06-11,26-35
3047,Store_042,North,Juice,Beverages,11,3.49,2023-04-15,26-35
3048,Store_005,West,Apple,Produce,20,0.79,2024-04-04,18-25
3049,Store_013,East,Orange,Produce,8,0.89,2023-10-23,18-25
3050,Store_047,North,Soda,Beverages,9,1.99,2023-11-11,36-45
3051,Store_030,East,Croissant,Bakery,3,1.99,2024-02-14,26-35
3052,Store_011,Central,Bread,Bakery,7,2.99,2024-08-04,36-45
3053,Store_041,West,Soda,Beverages,11,1.99,2024-04-28,36-45
3054,Store_002,Central,Cheese,Dairy,11,5.99,2024-10-01,18-25
3055,Store_044,North,Apple,Produce,5,0.79,2024-11-30,18-25
3056,Store_025,North,Soda,Beverages,14,1.99,2023-10-27,46-55
3057,Store_043,North,Salmon,Seafood,17,14.99,2023-06-25,36-45
3058,Store_016,Central,Milk,Dairy,18,3.99,2024-04-11,46-55
3059,Store_032,Central,Banana,Produce,5,0.29,2024-11-23,36-45
3060,Store_039,Central,Cereal,Pantry,12,4.49,2023-02-15,36-45
3061,Store_040,North,Beef,Meat,13,12.99,2024-08-02,46-55
3062,Store_024,Central,Bread,Bakery,9,2.99,2024-02-06,26-35
3063,Store_048,South,Tuna,Seafood,7,9.99,2024-11-10,56+
3064,Store_021,South,Milk,Dairy,8,3.99,2024-05-10,36-45
3065,Store_024,West,Croissant,Bakery,20,1.99,2024-05-13,46-55
3066,Store_018,West,Rice,Pantry,1,2.99,2023-09-17,18-25
3067,Store_002,South,Soda,Beverages,20,1.99,2023-04-27,36-45
3068,Store_048,South,Bagel,Bakery,15,0.99,2023-03-09,46-55
3069,Store_035,East,Banana,Produce,1,0.29,2024-03-25,36-45
3070,Store_013,North,Juice,Beverages,5,3.49,2024-03-19,36-45
3071,Store_014,South,Shrimp,Seafood,15,11.99,2023-03-24,18-25
3072,Store_038,Central,Yogurt,Dairy,16,2.49,2023-05-15,56+
3073,Store_040,East,Orange,Produce,11,0.89,2023-10-04,46-55
3074,Store_018,West,Rice,Pantry,19,2.99,2024-06-11,46-55
3075,Store_028,West,Yogurt,Dairy,4,2.49,2023-09-21,18-25
3076,Store_019,East,Chicken,Meat,19,8.99,2023-06-08,36-45
3077,Store_049,North,Pasta,Pantry,18,1.49,2023-02-08,26-35
3078,Store_002,North,Soda,Beverages,14,1.99,2023-05-13,46-55
3079,Store_021,West,Shrimp,Seafood,20,11.99,2023-10-16,56+
3080,Store_020,West,Tuna,Seafood,8,9.99,2023-07-20,26-35
3081,Store_037,Central,Apple,Produce,19,0.79,2023-08-24,26-35
3082,Store_006,South,Tuna,Seafood,4,9.99,2023-07-18,46-55
3083,Store_003,Central,Cereal,Pantry,8,4.49,2024-08-28,26-35
3084,Store_021,East,Bread,Bakery,4,2.99,2024-02-07,56+
3085,Store_025,Central,Chicken,Meat,19,8.99,2023-09-10,26-35
3086,Store_045,South,Chicken,Meat,8,8.99,2023-01-24,36-45
3087,Store_044,East,Water,Beverages,16,0.99,2023-05-10,26-35
3088,Store_003,North,Banana,Produce,10,0.29,2024-04-26,18-25
3089,Store_035,South,Chicken,Meat,1,,2024-02-21,36-45
3090,Store_033,West,Rice,Pantry,8,2.99,2024-06-06,36-45
3091,Store_007,North,Beef,Meat,6,12.99,2023-05-05,56+
3092,Store_026,South,Banana,Produce,18,0.29,2024-07-29,46-55
3093,Store_002,East,Cereal,Pantry,9,4.49,2023-10-18,56+
3094,Store_041,South,Pasta,Pantry,13,1.49,2023-07-23,46-55
3095,Store_028,East,Orange,Produce,12,0.89,2023-09-23,56+
3096,Store_009,Central,Salmon,Seafood,12,14.99,2023-12-07,56+
3097,Store_019,South,Shrimp,Seafood,5,11.99,2023-06-12,26-35
3098,Store_005,West,Apple,Produce,20,0.79,2023-04-18,18-25
3099,Store_020,North,Bread,Bakery,6,2.99,2024-01-09,46-55
3100,Store_023,North,Pork,Meat,19,7.99,2023-08-21,56+
3101,Store_035,East,Orange,Produce,8,0.89,2023-03-14,18-25
3102,Store_014,West,Cereal,Pantry,16,4.49,2023-07-22,26-35
3103,Store_038,Central,Shrimp,Seafood,8,11.99,2024-03-29,56+
3104,Store_026,South,Pork,Meat,10,7.99,2024-11-25,18-25
3105,Store_026,Central,Apple,Produce,16,0.79,2024-05-25,36-45
3106,Store_006,North,Bread,Bakery,2,2.99,2023-10-09,18-25
3107,Store_007,South,Shrimp,Seafood,12,11.99,2024-04-18,36-45
3108,Store_018,Central,Banana,Produce,13,0.29,2023-07-17,18-25
3109,Store_026,North,Juice,Beverages,3,3.49,2024-08-25,46-55
3110,Store_007,South,Bagel,Bakery,17,0.99,2024-02-06,56+
3111,Store_039,North,Salmon,Seafood,9,14.99,2023-04-01,46-55
3112,Store_020,North,Shrimp,Seafood,10,11.99,2023-09-19,18-25
3113,Store_007,South,Beef,Meat,2,12.99,2023-01-19,56+
3114,Store_025,North,Pasta,Pantry,17,1.49,2023-08-21,46-55
3115,Store_011,East,Milk,Dairy,15,3.99,2024-11-15,
3116,Store_029,North,Yogurt,Dairy,18,2.49,2024-01-22,46-55
3117,Store_048,East,Bagel,Bakery,8,0.99,2023-01-14,56+
3118,Store_030,East,Orange,Produce,1,0.89,2023-10-23,46-55
3119,Store_003,South,Tuna,Seafood,14,,2024-10-09,56+
3120,Store_013,South,Juice,Beverages,14,3.49,2023-07-06,36-45
3121,Store_019,Central,Pork,Meat,20,7.99,2024-03-03,26-35
3122,Store_046,Central,Apple,Produce,12,0.79,2024-12-03,36-45
3123,Store_033,East,Juice,Beverages,17,3.49,2024-07-03,26-35
3124,Store_031,West,Croissant,Bakery,13,1.99,2023-08-12,26-35
3125,Store_016,West,Shrimp,Seafood,10,11.99,2024-07-05,56+
3126,Store_050,North,Apple,Produce,5,0.79,2023-03-20,46-55
3127,Store_011,Central,Soda,Beverages,5,1.99,2023-11-04,56+
3128,Store_029,Central,Yogurt,Dairy,4,2.49,2024-05-05,26-35
3129,Store_010,West,Pork,Meat,3,7.99,2023-01-02,56+
3130,Store_044,Central,Banana,Produce,7,0.29,2023-06-16,56+
3131,Store_046,Central,Cheese,Dairy,7,5.99,2023-06-21,
3132,Store_030,East,Croissant,Bakery,16,1.99,2024-07-04,46-55
3133,Store_009,North,Cheese,Dairy,20,5.99,2023-10-16,18-25
3134,Store_024,East,Beef,Meat,3,12.99,2023-04-16,26-35
3135,Store_032,Central,Shrimp,Seafood,3,11.99,2024-11-10,26-35
3136,Store_043,West,Soda,Beverages,15,1.99,2023-04-01,26-35
3137,Store_040,North,Orange,Produce,11,0.89,2024-04-30,36-45
3138,Store_013,West,Shrimp,Seafood,2,11.99,2024-11-17,18-25
3139,Store_033,East,Bread,Bakery,18,2.99,2023-05-19,18-25
3140,Store_021,South,Bread,Bakery,18,2.99,2023-02-13,56+
3141,Store_005,West,Bread,Bakery,10,2.99,2024-11-15,56+
3142,Store_013,West,Orange,Produce,19,0.89,2023-03-29,26-35
3143,Store_036,North,Beef,Meat,14,12.99,2023-05-24,46-55
3144,Store_023,Central,Tuna,Seafood,15,9.99,2024-01-30,26-35
3145,Store_039,East,Tuna,Seafood,12,9.99,2024-12-06,18-25
3146,Store_043,North,Pasta,Pantry,5,1.49,2024-06-10,56+
3147,Store_037,East,Soda,Beverages,1,1.99,2024-01-18,26-35
3148,Store_002,East,Pasta,Pantry,16,1.49,2023-10-06,26-35
3149,Store_041,North,Beef,Meat,11,12.99,2024-09-28,18-25
3150,Store_047,Central,Tuna,Seafood,16,9.99,2024-01-09,46-55
3151,Store_042,Central,Apple,Produce,4,0.79,2024-11-26,26-35
3152,Store_020,Central,Salmon,Seafood,16,14.99,2023-03-04,36-45
3153,Store_033,North,Shrimp,Seafood,10,11.99,2024-12-17,18-25
3154,Store_031,Central,Water,Beverages,15,0.99,2024-04-28,26-35
3155,Store_026,West,Shrimp,Seafood,18,11.99,2023-05-28,36-45
3156,Store_036,South,Bagel,Bakery,19,0.99,2023-06-06,26-35
3157,Store_023,North,Salmon,Seafood,3,14.99,2024-01-09,56+
3158,Store_008,West,Shrimp,Seafood,6,11.99,2024-01-15,36-45
3159,Store_002,East,Orange,Produce,20,0.89,2023-05-25,26-35
3160,Store_024,West,Milk,Dairy,12,3.99,2024-12-28,18-25
3161,Store_040,South,Soda,Beverages,15,1.99,2023-12-26,18-25
3162,Store_042,North,Banana,Produce,11,0.29,2024-02-28,26-35
3163,Store_040,North,Apple,Produce,11,0.79,2024-10-29,46-55
3164,Store_022,West,Tuna,Seafood,8,9.99,2024-05-19,36-45
3165,Store_027,South,Salmon,Seafood,14,14.99,2024-10-28,36-45
3166,Store_035,West,Milk,Dairy,10,,2024-10-07,18-25
3167,Store_050,South,Milk,Dairy,17,3.99,2023-04-13,46-55
3168,Store_007,East,Cereal,Pantry,1,4.49,2024-01-08,18-25
3169,Store_008,South,Tuna,Seafood,17,9.99,2023-11-09,46-55
3170,Store_036,East,Bagel,Bakery,9,0.99,2023-03-05,56+
3171,Store_013,East,Water,Beverages,11,0.99,2024-08-29,56+
3172,Store_039,Central,Pasta,Pantry,1,1.49,2023-04-27,26-35
3173,Store_049,Central,Pasta,Pantry,7,1.49,2024-10-23,36-45
3174,Store_032,West,Shrimp,Seafood,12,11.99,2024-03-24,56+
3175,Store_011,East,Salmon,Seafood,4,14.99,2023-06-01,56+
3176,Store_025,West,Water,Beverages,3,0.99,2023-04-17,18-25
3177,Store_007,North,Water,Beverages,7,0.99,2023-12-12,18-25
3178,Store_045,Central,Water,Beverages,8,0.99,2024-09-09,46-55
3179,Store_039,Central,Pork,Meat,16,7.99,2023-09-27,36-45
3180,Store_046,West,Beef,Meat,15,12.99,2024-04-29,46-55
3181,Store_050,South,Apple,Produce,10,0.79,2023-03-25,46-55
3182,Store_047,East,Apple,Produce,2,0.79,2024-12-02,18-25
3183,Store_038,North,Cheese,Dairy,9,5.99,2024-11-13,18-25
3184,Store_035,East,Yogurt,Dairy,16,2.49,2023-03-07,26-35
3185,Store_008,East,Soda,Beverages,19,,2024-05-22,56+
3186,Store_019,North,Croissant,Bakery,14,1.99,2023-09-09,26-35
3187,Store_035,East,Bread,Bakery,3,2.99,2023-09-05,36-45
3188,Store_022,Central,Orange,Produce,17,0.89,2023-06-17,36-45
3189,Store_044,East,Banana,Produce,7,,2024-04-10,36-45
3190,Store_028,South,Rice,Pantry,18,2.99,2023-03-05,26-35
3191,Store_035,Central,Rice,Pantry,18,2.99,2024-04-04,46-55
3192,Store_026,East,Orange,Produce,20,0.89,2023-01-04,18-25
3193,Store_021,North,Chicken,Meat,7,8.99,2024-04-16,26-35
3194,Store_048,East,Cheese,Dairy,15,5.99,2023-09-28,
3195,Store_027,North,Chicken,Meat,20,8.99,2024-09-27,
3196,Store_025,South,Cheese,Dairy,7,5.99,2024-02-05,36-45
3197,Store_005,Central,Salmon,Seafood,19,14.99,2024-04-06,56+
3198,Store_038,West,Banana,Produce,16,0.29,2023-01-30,36-45
3199,Store_023,West,Apple,Produce,5,,2023-05-14,46-55
3200,Store_035,West,Pasta,Pantry,4,1.49,2023-10-08,56+
3201,Store_029,North,Rice,Pantry,6,2.99,2024-06-05,46-55
3202,Store_020,South,Banana,Produce,16,0.29,2023-04-10,56+
3203,Store_030,South,Croissant,Bakery,17,1.99,2024-04-05,36-45
3204,Store_036,West,Banana,Produce,4,0.29,2023-06-17,26-35
3205,Store_012,Central,Apple,Produce,14,0.79,2024-07-01,
3206,Store_039,Central,Juice,Beverages,15,3.49,2023-04-25,36-45
3207,Store_017,East,Cereal,Pantry,13,4.49,2023-09-13,26-35
3208,Store_016,South,Juice,Beverages,18,3.49,2023-12-28,18-25
3209,Store_031,South,Tuna,Seafood,2,9.99,2023-06-24,56+
3210,Store_045,South,Soda,Beverages,18,1.99,2024-06-29,26-35
3211,Store_028,Central,Croissant,Bakery,5,1.99,2023-07-04,36-45
3212,Store_006,North,Rice,Pantry,19,2.99,2024-11-23,36-45
3213,Store_035,West,Water,Beverages,20,0.99,2023-06-14,56+
3214,Store_042,Central,Cheese,Dairy,10,5.99,2023-07-23,26-35
3215,Store_013,East,Juice,Beverages,4,3.49,2024-06-01,56+
3216,Store_005,West,Juice,Beverages,14,,2024-12-07,18-25
3217,Store_035,Central,Water,Beverages,2,0.99,2024-06-01,
3218,Store_015,West,Pasta,Pantry,16,1.49,2023-07-11,46-55
3219,Store_035,East,Beef,Meat,8,12.99,2023-05-15,46-55
3220,Store_007,Central,Shrimp,Seafood,1,11.99,2023-03-22,56+
3221,Store_019,Central,Orange,Produce,2,0.89,2023-08-16,46-55
3222,Store_042,Central,Chicken,Meat,9,8.99,2024-02-25,46-55
3223,Store_037,West,Milk,Dairy,7,3.99,2024-06-23,
3224,Store_010,South,Rice,Pantry,11,2.99,2023-07-03,26-35
3225,Store_027,East,Banana,Produce,19,0.29,2023-10-09,26-35
3226,Store_040,East,Pasta,Pantry,11,1.49,2023-02-13,26-35
3227,Store_002,South,Cheese,Dairy,20,5.99,2023-02-23,46-55
3228,Store_046,North,Yogurt,Dairy,1,2.49,2023-03-12,36-45
3229,Store_033,Central,Water,Beverages,10,0.99,2024-12-17,56+
3230,Store_021,West,Rice,Pantry,2,2.99,2024-11-22,46-55
3231,Store_034,North,Cheese,Dairy,15,5.99,2023-10-06,56+
3232,Store_013,North,Cheese,Dairy,4,5.99,2024-08-01,56+
3233,Store_047,Central,Banana,Produce,14,0.29,2023-03-05,26-35
3234,Store_001,North,Beef,Meat,19,12.99,2023-06-30,26-35
3235,Store_027,Central,Cheese,Dairy,13,5.99,2023-08-31,56+
3236,Store_026,East,Rice,Pantry,4,2.99,2023-05-19,36-45
3237,Store_031,Central,Pasta,Pantry,16,1.49,2023-10-16,56+
3238,Store_048,South,Water,Beverages,8,0.99,2024-09-23,26-35
3239,Store_010,North,Yogurt,Dairy,20,2.49,2024-11-23,46-55
3240,Store_003,South,Water,Beverages,16,0.99,2024-11-19,18-25
3241,Store_026,East,Rice,Pantry,2,2.99,2024-04-12,26-35
3242,Store_044,South,Yogurt,Dairy,17,2.49,2023-10-03,18-25
3243,Store_011,Central,Yogurt,Dairy,7,2.49,2023-04-04,36-45
3244,Store_015,North,Banana,Produce,18,0.29,2024-10-24,18-25
3245,Store_048,South,Water,Beverages,7,,2023-01-10,26-35
3246,Store_026,West,Tuna,Seafood,18,,2024-10-29,46-55
3247,Store_009,South,Apple,Produce,19,0.79,2024-02-11,36-45
3248,Store_022,East,Cheese,Dairy,4,5.99,2024-01-28,18-25
3249,Store_018,North,Cereal,Pantry,1,4.49,2023-04-28,46-55
3250,Store_004,South,Pork,Meat,15,7.99,2024-02-17,56+
3251,Store_049,North,Pork,Meat,20,7.99,2023-01-13,46-55
3252,Store_033,East,Bread,Bakery,15,2.99,2024-08-03,56+
3253,Store_033,South,Salmon,Seafood,14,14.99,2023-07-11,46-55
3254,Store_022,West,Pork,Meat,13,7.99,2023-06-16,
3255,Store_048,West,Soda,Beverages,16,1.99,2024-09-08,26-35
3256,Store_015,East,Shrimp,Seafood,11,11.99,2023-09-03,26-35
3257,Store_028,Central,Chicken,Meat,20,8.99,2024-07-02,26-35
3258,Store_001,North,Pork,Meat,17,7.99,2024-10-07,56+
3259,Store_028,South,Apple,Produce,10,0.79,2023-01-31,18-25
3260,Store_006,North,Apple,Produce,18,0.79,2023-05-22,56+
3261,Store_040,West,Orange,Produce,4,0.89,2024-09-01,18-25
3262,Store_015,South,Soda,Beverages,18,1.99,2023-03-16,36-45
3263,Store_030,East,Soda,Beverages,3,1.99,2023-04-09,18-25
3264,Store_036,West,Beef,Meat,11,12.99,2023-02-23,18-25
3265,Store_021,North,Bagel,Bakery,19,0.99,2023-05-02,36-45
3266,Store_027,North,Shrimp,Seafood,9,11.99,2023-06-26,18-25
3267,Store_010,North,Cheese,Dairy,9,5.99,2024-07-25,56+
3268,Store_009,North,Yogurt,Dairy,5,2.49,2023-10-31,18-25
3269,Store_050,South,Milk,Dairy,8,3.99,2023-07-04,18-25
3270,Store_019,West,Salmon,Seafood,10,14.99,2023-03-30,46-55
3271,Store_049,Central,Apple,Produce,7,0.79,2023-09-16,
3272,Store_020,North,Juice,Beverages,20,3.49,2023-03-03,18-25
3273,Store_016,West,Milk,Dairy,5,3.99,2023-06-13,56+
3274,Store_044,North,Banana,Produce,11,0.29,2024-04-01,46-55
3275,Store_045,North,Orange,Produce,3,0.89,2024-01-04,18-25
3276,Store_049,South,Milk,Dairy,20,3.99,2023-04-16,18-25
3277,Store_031,West,Juice,Beverages,9,3.49,2023-02-12,36-45
3278,Store_016,Central,Chicken,Meat,7,8.99,2023-11-29,36-45
3279,Store_016,North,Salmon,Seafood,10,14.99,2024-11-20,26-35
3280,Store_027,North,Water,Beverages,5,0.99,2024-01-31,56+
3281,Store_018,Central,Cereal,Pantry,9,4.49,2023-08-02,36-45
3282,Store_014,South,Beef,Meat,8,12.99,2024-05-10,36-45
