track_id,track_name,artist,album,genre,duration_ms,popularity,danceability,energy,tempo,release_date,streams
TRK00620,Midnight Memories,Coldplay,Album 2,Hip-Hop,257085,51,0.609,0.511,154.4,2015-11-03,28514642
TRK00621,Dark Memories,The Weeknd,Album 21,R&B,240791,9,0.819,0.128,176.3,2017-02-25,22711421
TRK00622,Neon Hearts,Billie Eilish,Album 25,R&B,208874,40,0.99,0.988,152.6,2015-09-08,8987398
TRK00623,Wild Nights,Harry Styles,Album 5,Country,186485,18,0.198,0.15,176.7,2023-11-06,43731503
TRK00624,Silent Love,Post Malone,Album 19,Electronic,254031,83,0.765,0.954,107.2,2018-02-20,33751753
TRK00625,Neon Fire,Post Malone,Album 33,Indie,263109,65,0.66,0.273,85.6,2020-11-05,26008598
TRK00626,Bright Echoes,The Weeknd,Album 13,Hip-Hop,278641,34,0.491,0.999,154.7,2018-12-14,25248726
TRK00627,Electric Hearts,Kendrick Lamar,Album 40,Pop,306997,2,0.89,0.699,104.1,2019-03-24,15039091
TRK00628,Lost Shadows,Ed Sheeran,Album 43,Pop,267377,17,0.05,0.178,114.6,2022-10-26,31541268
TRK00629,Lost Shadows,Imagine Dragons,Album 35,Country,280272,17,0.311,0.049,180.3,2015-11-26,47795583
TRK00630,Electric Love,Taylor Swift,Album 26,Latin,131973,65,0.796,0.823,177.2,2020-09-06,27400932
TRK00631,Midnight Rain,SZA,Album 40,Pop,146013,73,0.565,0.472,79.9,2024-03-14,36808703
TRK00632,Lost Hearts,Travis Scott,Album 47,Rock,200359,69,0.735,0.532,101.5,2020-08-29,43728169
TRK00633,Bright Shadows,Post Malone,Album 19,Electronic,181726,27,0.661,0.106,177.6,2022-09-28,45230814
TRK00634,Silent Stars,Maroon 5,Album 30,R&B,200433,59,0.344,0.004,73.1,2017-11-13,18097888
TRK00635,Golden Shadows,Olivia Rodrigo,Album 43,Country,285462,18,0.89,0.005,133.7,2019-12-01,36358601
TRK00636,Lost Shadows,Dua Lipa,Album 30,Electronic,122821,88,0.476,0.153,142.1,2018-12-14,13160526
TRK00637,Golden Nights,Olivia Rodrigo,Album 6,Latin,177898,16,0.132,0.327,196.2,2022-04-21,38476115
TRK00638,Silent Love,Doja Cat,Album 7,Country,355465,79,0.557,0.806,176.6,2022-01-06,48012744
TRK00639,Lost Memories,Olivia Rodrigo,Album 3,Country,355408,51,0.394,0.624,108.8,2016-05-14,42354575
TRK00640,Golden Nights,Coldplay,Album 50,R&B,170735,89,0.752,0.503,147.0,2018-08-07,36048257
TRK00641,Electric Stars,Olivia Rodrigo,Album 29,Pop,273617,83,0.52,0.892,72.8,2015-01-25,16038340
TRK00642,Electric Fire,Olivia Rodrigo,Album 20,Rock,171958,27,0.961,0.61,73.2,2016-08-10,29159706
TRK00643,Endless Memories,Doja Cat,Album 43,Hip-Hop,180352,37,0.896,0.888,162.5,2024-06-30,43253177
TRK00644,Midnight Dreams,Justin Bieber,Album 34,R&B,262650,81,0.331,0.657,73.5,2015-12-19,8677235
TRK00645,Golden Memories,Justin Bieber,Album 46,Indie,177681,38,0.649,0.224,164.6,2020-08-17,11836473
TRK00646,Bright Love,Taylor Swift,Album 15,R&B,255364,81,0.318,0.719,93.3,2016-07-18,37571116
TRK00647,Neon Hearts,Coldplay,Album 50,Pop,272937,63,0.95,0.823,186.4,2017-10-13,42192702
TRK00648,Bright Memories,Bad Bunny,Album 2,Hip-Hop,234351,35,0.028,0.396,191.0,2023-10-08,19866946
TRK00649,Silent Dreams,Coldplay,Album 18,Country,278520,71,0.422,0.625,100.9,2017-09-22,1824464
TRK00650,Endless Stars,Olivia Rodrigo,Album 33,R&B,190273,59,0.536,0.412,181.4,2023-09-13,45266941
TRK00651,Neon Stars,The Weeknd,Album 22,Electronic,191759,81,0.852,0.507,140.1,2024-04-15,10492077
TRK00652,Wild Fire,Post Malone,Album 4,Rock,202131,1,0.363,1.0,170.3,2023-07-07,32585118
TRK00653,Endless Hearts,Harry Styles,Album 1,Indie,149590,50,0.085,0.316,184.6,2017-07-11,36097821
TRK00654,Midnight Echoes,Harry Styles,Album 33,R&B,197574,37,0.925,0.43,70.7,2023-09-19,10982663
TRK00655,Electric Dreams,Kendrick Lamar,Album 29,Pop,319104,81,0.542,0.778,89.9,2019-07-31,24925290
TRK00656,Golden Rain,SZA,Album 33,Pop,284854,64,0.004,0.109,130.6,2021-05-17,33395733
TRK00657,Electric Memories,Coldplay,Album 43,Latin,301914,100,0.204,0.709,123.6,2024-06-17,17683490
TRK00658,Neon Love,Doja Cat,Album 4,Electronic,165825,22,0.779,0.599,147.8,2015-09-06,19519436
TRK00659,Golden Nights,Coldplay,Album 22,Country,127132,26,0.184,0.784,88.1,2018-05-30,34937640
TRK00660,Endless Echoes,Drake,Album 18,Hip-Hop,299329,95,0.167,0.437,136.8,2016-05-11,11096732
TRK00661,Electric Nights,Ariana Grande,Album 30,Latin,250184,7,0.871,0.057,87.9,2016-10-19,40033279
TRK00662,Silent Nights,Kendrick Lamar,Album 15,Hip-Hop,121008,16,0.059,0.596,199.9,2024-04-07,32087939
TRK00663,Dark Memories,Bad Bunny,Album 44,Country,308192,57,0.355,0.251,108.6,2015-02-20,36556952
TRK00664,Lost Echoes,Drake,Album 32,Pop,239563,91,0.599,0.397,118.0,2024-04-10,16999375
TRK00665,Endless Fire,Dua Lipa,Album 49,Hip-Hop,329101,22,0.19,0.101,182.3,2015-02-22,8536737
TRK00666,Wild Nights,Kendrick Lamar,Album 33,Electronic,123026,33,0.238,0.643,135.9,2020-06-18,17304819
TRK00667,Neon Dreams,Billie Eilish,Album 40,Pop,346486,65,0.533,0.841,142.6,2023-06-09,11396572
TRK00668,Bright Memories,Drake,Album 19,Indie,230226,17,0.578,0.615,159.0,2022-04-09,9301345
TRK00669,Neon Nights,Drake,Album 38,R&B,149758,12,0.623,0.197,106.6,2023-02-02,28934143
TRK00670,Golden Dreams,Dua Lipa,Album 45,Pop,311102,77,0.102,0.847,88.3,2020-07-05,29098101
TRK00671,Wild Rain,Bad Bunny,Album 10,Latin,285255,91,0.621,0.003,73.3,2017-10-26,842141
TRK00672,Bright Nights,Imagine Dragons,Album 17,R&B,170722,41,0.823,0.212,193.7,2021-06-10,40857019
TRK00673,Golden Dreams,Billie Eilish,Album 35,Indie,338526,72,0.268,0.53,162.4,2021-10-11,48697889
TRK00674,Endless Dreams,Post Malone,Album 39,R&B,328752,37,0.614,0.672,192.7,2019-05-21,8029552
TRK00675,Silent Shadows,BTS,Album 47,Hip-Hop,154552,46,0.703,0.483,127.6,2018-12-10,4237032
TRK00676,Silent Stars,Justin Bieber,Album 41,R&B,145642,43,0.881,0.062,89.6,2024-04-16,14178610
TRK00677,Golden Dreams,Justin Bieber,Album 26,Electronic,206492,36,0.503,0.8,116.4,2024-01-06,45031410
TRK00678,Endless Echoes,SZA,Album 19,Indie,159715,70,0.803,0.389,113.6,2019-12-19,14799441
TRK00679,Neon Echoes,Bad Bunny,Album 11,Hip-Hop,156782,62,0.333,0.971,140.8,2020-11-02,26597175
TRK00680,Golden Fire,Kendrick Lamar,Album 38,Latin,256852,13,0.63,0.804,74.5,2015-04-19,20472743
TRK00681,Endless Memories,Ariana Grande,Album 21,Indie,171970,21,0.491,0.353,76.1,2015-10-07,45372604
TRK00682,Dark Nights,Bad Bunny,Album 4,Electronic,332155,55,0.254,0.744,174.5,2017-08-26,31254326
TRK00683,Neon Rain,Olivia Rodrigo,Album 19,R&B,278167,20,0.782,0.348,82.7,2022-07-03,41768438
TRK00684,Electric Shadows,Drake,Album 20,Rock,218355,31,0.579,0.332,189.5,2023-07-12,14509191
TRK00685,Silent Memories,Olivia Rodrigo,Album 1,R&B,236291,59,0.495,0.606,188.1,2015-09-18,24215477
TRK00686,Bright Shadows,Harry Styles,Album 49,Electronic,242765,11,0.053,0.685,164.8,2023-09-23,44365952
TRK00687,Golden Echoes,Taylor Swift,Album 43,Latin,335771,25,0.625,0.941,81.2,2020-05-13,31459374
TRK00688,Bright Rain,Kendrick Lamar,Album 37,Electronic,305115,28,0.392,0.448,88.0,2018-04-01,32097880
TRK00689,Dark Love,Post Malone,Album 25,Hip-Hop,192383,32,0.362,0.066,116.2,2024-05-07,11723295
TRK00690,Silent Fire,Dua Lipa,Album 43,Country,238165,58,0.416,0.771,167.4,2018-05-06,22268462
TRK00691,Neon Rain,Olivia Rodrigo,Album 48,Latin,301439,8,0.039,0.617,70.6,2019-07-19,5837358
TRK00692,Midnight Memories,Travis Scott,Album 8,Latin,267358,13,0.407,0.745,88.6,2021-05-11,42371166
TRK00693,Wild Echoes,Doja Cat,Album 7,Country,190808,18,0.41,0.008,171.4,2016-08-04,23256301
TRK00694,Endless Rain,Taylor Swift,Album 7,Pop,130337,8,0.269,0.832,123.0,2018-11-14,10054725
TRK00695,Wild Nights,Drake,Album 23,Rock,352708,90,0.77,0.692,112.6,2022-08-28,39930895
TRK00696,Wild Nights,Billie Eilish,Album 10,Country,281696,52,0.018,0.384,81.8,2024-03-12,20574112
TRK00697,Golden Hearts,Billie Eilish,Album 20,R&B,346724,44,0.769,0.508,70.2,2019-05-13,44356776
TRK00698,Golden Rain,Drake,Album 5,Indie,161170,41,0.147,0.146,77.9,2020-03-03,4013683
TRK00699,Bright Rain,Justin Bieber,Album 46,Country,336759,73,0.907,0.117,187.8,2015-03-15,37636995
TRK00700,Bright Echoes,Travis Scott,Album 35,Rock,282429,81,0.95,0.42,149.7,2015-10-15,15313837
TRK00701,Dark Rain,Post Malone,Album 15,R&B,321385,22,0.631,0.381,160.6,2020-07-12,30721434
TRK00702,Endless Dreams,Olivia Rodrigo,Album 3,Latin,205181,52,0.016,0.961,117.8,2018-10-29,6808793
TRK00703,Golden Shadows,BTS,Album 23,Country,357301,21,0.383,0.176,118.7,2021-12-12,10952603
TRK00704,Electric Rain,Maroon 5,Album 14,Latin,277512,17,0.248,0.065,132.3,2023-06-27,44944071
TRK00705,Wild Rain,SZA,Album 12,Hip-Hop,161491,9,0.792,0.684,66.0,2021-11-06,18068855
TRK00706,Lost Love,Maroon 5,Album 25,Latin,211224,93,0.914,0.992,72.8,2023-08-02,49283601
TRK00707,Lost Fire,Billie Eilish,Album 15,Pop,265934,54,0.2,0.726,72.5,2019-01-20,22917300
TRK00708,Golden Dreams,Coldplay,Album 15,Electronic,139763,80,0.544,0.884,178.4,2023-12-02,8199350
TRK00709,Golden Rain,Imagine Dragons,Album 12,Indie,331759,14,0.687,0.097,129.5,2022-07-21,37279921
TRK00710,Lost Rain,Olivia Rodrigo,Album 13,Pop,252456,15,0.345,0.398,198.6,2016-02-22,15562049
TRK00711,Electric Echoes,Travis Scott,Album 10,Electronic,272736,98,0.338,0.264,170.3,2024-10-02,33347919
TRK00712,Electric Dreams,Kendrick Lamar,Album 35,Rock,267664,89,0.29,0.928,119.3,2015-07-06,26436762
TRK00713,Silent Rain,Billie Eilish,Album 30,Pop,194417,55,0.6,0.347,92.8,2016-02-12,25534006
TRK00714,Dark Fire,Ariana Grande,Album 5,Indie,279779,48,0.659,0.146,116.3,2024-09-21,21700050
TRK00715,Midnight Fire,Bad Bunny,Album 38,Country,189140,5,0.75,0.795,88.1,2020-04-04,1555683
TRK00716,Endless Stars,Doja Cat,Album 47,Latin,280828,34,0.375,0.859,169.1,2021-12-30,10801041
TRK00717,Dark Memories,Travis Scott,Album 8,Electronic,173689,98,0.324,0.802,97.8,2017-09-20,7710015
TRK00718,Golden Rain,Travis Scott,Album 31,R&B,328582,6,0.289,0.481,94.0,2021-08-27,45471923
TRK00719,Midnight Rain,Travis Scott,Album 23,Hip-Hop,210566,30,0.739,0.026,166.0,2024-02-25,33520566
TRK00720,Silent Stars,Ariana Grande,Album 32,Hip-Hop,320182,68,0.288,0.449,135.0,2015-11-13,13947173
TRK00721,Midnight Memories,Harry Styles,Album 12,Latin,293886,18,0.925,0.728,110.2,2024-11-16,4774689
TRK00722,Bright Memories,Harry Styles,Album 36,R&B,190515,58,0.453,0.543,153.1,2024-03-27,25308543
TRK00723,Dark Hearts,Post Malone,Album 25,Electronic,132718,79,0.146,0.268,99.2,2018-03-27,30833431
TRK00724,Bright Love,Bad Bunny,Album 34,Rock,232973,23,0.402,0.611,89.3,2022-06-08,15868719
TRK00725,Lost Love,Post Malone,Album 19,Pop,164365,94,0.851,0.643,181.1,2018-08-16,2339621
TRK00726,Endless Memories,Taylor Swift,Album 31,Latin,196816,62,0.504,0.46,62.4,2016-03-25,40871945
TRK00727,Silent Shadows,Olivia Rodrigo,Album 25,Latin,206860,29,0.568,0.56,188.8,2019-05-18,38086505
TRK00728,Bright Hearts,Imagine Dragons,Album 7,R&B,241526,5,0.173,0.742,133.7,2017-01-12,40750878
TRK00729,Wild Rain,Maroon 5,Album 40,R&B,297660,37,0.649,0.207,167.2,2020-11-01,10915860
TRK00730,Wild Stars,Olivia Rodrigo,Album 25,Indie,219790,81,0.307,0.388,90.9,2021-05-04,49784427
TRK00731,Electric Memories,The Weeknd,Album 29,R&B,302185,11,0.456,0.504,86.7,2023-12-05,40066603
TRK00732,Dark Stars,SZA,Album 49,Latin,149456,53,0.307,0.362,155.7,2018-02-19,49574709
TRK00733,Dark Hearts,Dua Lipa,Album 1,Country,354086,62,0.901,0.218,105.1,2019-10-08,46292754
TRK00734,Endless Fire,Billie Eilish,Album 16,Hip-Hop,274573,71,0.839,0.515,153.3,2021-03-19,22607279
TRK00735,Electric Dreams,Travis Scott,Album 41,Hip-Hop,268715,30,0.612,0.099,88.3,2018-06-12,28552247
TRK00736,Golden Fire,Post Malone,Album 6,Indie,316733,70,0.91,0.804,148.8,2019-11-17,16776940
TRK00737,Wild Hearts,Bad Bunny,Album 5,Indie,304743,53,0.823,0.286,121.1,2018-04-08,48371813
TRK00738,Golden Love,Harry Styles,Album 32,Latin,285215,64,0.519,0.109,157.0,2015-12-10,4593799
TRK00739,Neon Shadows,BTS,Album 30,Country,329199,94,0.735,0.298,73.2,2018-08-02,8763074
TRK00740,Wild Stars,Post Malone,Album 39,Electronic,347466,31,0.179,0.769,158.0,2015-11-26,6405923
TRK00741,Wild Memories,BTS,Album 5,R&B,162914,8,0.174,0.072,128.8,2024-05-24,29965810
TRK00742,Dark Shadows,Imagine Dragons,Album 11,Electronic,262725,76,0.457,0.075,102.6,2018-01-08,48586138
TRK00743,Midnight Dreams,Maroon 5,Album 27,Latin,295834,12,0.312,0.428,125.9,2022-11-18,47950170
TRK00744,Neon Stars,Olivia Rodrigo,Album 16,Country,130281,25,0.659,0.674,89.0,2017-01-03,16443813
TRK00745,Bright Rain,Taylor Swift,Album 14,Pop,143267,13,0.84,0.614,145.2,2018-03-26,11397343
TRK00746,Wild Hearts,Harry Styles,Album 47,Hip-Hop,230063,11,0.303,0.179,193.2,2023-11-17,8886599
TRK00747,Midnight Echoes,Justin Bieber,Album 8,Rock,205708,97,0.958,0.554,113.4,2018-05-22,46151485
TRK00748,Lost Echoes,The Weeknd,Album 15,Latin,292820,0,0.407,0.945,109.2,2016-05-21,8152871
TRK00749,Dark Rain,Taylor Swift,Album 18,Electronic,205160,40,0.408,0.622,97.3,2015-03-31,39530453
TRK00750,Dark Echoes,Billie Eilish,Album 24,Hip-Hop,254467,2,0.515,0.184,65.7,2023-01-31,37203333
TRK00751,Wild Memories,Doja Cat,Album 43,Indie,129749,72,0.284,0.553,127.1,2018-10-16,20139834
TRK00752,Silent Dreams,Justin Bieber,Album 12,Indie,200208,100,0.639,0.474,128.1,2018-09-25,26204665
TRK00753,Electric Rain,Bad Bunny,Album 29,Electronic,303114,9,0.786,0.559,155.4,2018-11-08,44928320
TRK00754,Dark Shadows,Taylor Swift,Album 9,Electronic,208841,39,0.002,0.665,71.2,2019-05-22,13641229
TRK00755,Electric Hearts,Ariana Grande,Album 46,Rock,280600,98,0.017,0.055,85.7,2023-06-14,31540925
TRK00756,Neon Fire,Coldplay,Album 17,Indie,182129,88,0.663,0.94,168.5,2023-07-22,6440924
TRK00757,Dark Rain,Kendrick Lamar,Album 17,Rock,347398,38,0.442,0.456,92.1,2023-05-31,15632124
TRK00758,Midnight Echoes,Taylor Swift,Album 44,Indie,329105,7,0.101,0.091,70.3,2020-08-04,25250990
TRK00759,Lost Rain,SZA,Album 34,Indie,329488,36,0.813,0.351,93.2,2023-03-27,33321630
TRK00760,Midnight Shadows,SZA,Album 22,Latin,191800,82,0.522,0.346,111.5,2017-12-27,42244846
TRK00761,Bright Fire,SZA,Album 22,Country,249671,85,0.426,0.09,109.4,2020-01-13,46289016
TRK00762,Bright Stars,Maroon 5,Album 26,R&B,162997,18,0.886,0.394,163.5,2018-11-14,3875258
TRK00763,Endless Nights,Billie Eilish,Album 28,Electronic,230154,79,0.118,0.413,161.4,2021-01-20,108428
TRK00764,Bright Echoes,Doja Cat,Album 19,Rock,181178,97,0.802,0.236,146.6,2017-01-18,24470142
TRK00765,Bright Echoes,Kendrick Lamar,Album 14,Country,202753,93,0.474,0.105,81.7,2022-07-10,33297874
TRK00766,Neon Rain,Dua Lipa,Album 26,Electronic,243950,95,0.929,0.719,126.4,2018-03-31,20738935
TRK00767,Wild Hearts,Imagine Dragons,Album 2,Hip-Hop,172800,86,0.143,0.168,102.2,2018-07-25,965039
TRK00768,Silent Shadows,Taylor Swift,Album 29,Hip-Hop,199338,91,0.458,0.006,69.3,2017-09-27,49772859
TRK00769,Electric Memories,BTS,Album 23,R&B,159011,55,0.497,0.482,81.4,2020-07-31,19947508
TRK00770,Midnight Hearts,Billie Eilish,Album 20,Indie,338970,97,0.655,0.856,183.9,2023-08-18,31934229
TRK00771,Lost Dreams,Bad Bunny,Album 6,Pop,146517,68,0.05,0.786,69.5,2021-02-02,39332102
TRK00772,Neon Shadows,Imagine Dragons,Album 12,Pop,312995,35,0.895,0.281,168.6,2015-07-05,42723033
TRK00773,Lost Shadows,Dua Lipa,Album 16,Hip-Hop,314775,54,0.079,0.791,131.5,2022-07-08,33111182
TRK00774,Neon Fire,The Weeknd,Album 14,Electronic,188593,0,0.855,0.112,195.2,2019-06-21,46017757
TRK00775,Golden Shadows,Bad Bunny,Album 27,Rock,213325,10,0.636,0.949,121.0,2019-01-24,47722930
TRK00776,Golden Shadows,Olivia Rodrigo,Album 47,Country,220714,64,0.042,0.859,83.5,2023-10-27,45676650
TRK00777,Dark Dreams,Olivia Rodrigo,Album 24,Rock,272309,9,0.093,0.774,137.1,2024-02-05,49848694
TRK00778,Golden Hearts,Taylor Swift,Album 17,Rock,186331,2,0.426,0.241,198.8,2016-07-03,34558117
TRK00779,Bright Love,Kendrick Lamar,Album 2,Rock,218329,63,0.863,0.909,173.7,2020-09-13,27855505
TRK00780,Bright Echoes,Drake,Album 23,Rock,342446,75,0.322,0.664,96.9,2022-08-14,495412
TRK00781,Wild Rain,BTS,Album 28,Electronic,230284,74,0.457,0.605,94.0,2019-03-17,44642953
TRK00782,Electric Love,Imagine Dragons,Album 12,Country,284654,42,0.573,0.718,114.3,2023-01-06,19316131
TRK00783,Midnight Echoes,Travis Scott,Album 2,Country,148153,91,0.399,0.291,131.3,2019-04-09,32879308
TRK00784,Neon Memories,Olivia Rodrigo,Album 40,Electronic,240921,5,0.635,0.469,74.8,2024-03-13,26253963
TRK00785,Dark Hearts,BTS,Album 7,Country,357933,60,0.94,0.444,131.0,2015-06-18,30625630
TRK00786,Electric Memories,Dua Lipa,Album 50,Latin,301989,33,0.296,0.555,198.5,2020-10-02,8750980
TRK00787,Electric Echoes,Taylor Swift,Album 13,Pop,354100,3,0.731,0.681,64.1,2022-10-03,35485670
TRK00788,Dark Echoes,Bad Bunny,Album 44,Indie,170166,22,0.421,0.334,184.0,2024-05-30,34466560
TRK00789,Neon Stars,Drake,Album 12,Latin,125782,14,0.153,0.049,143.7,2024-06-30,36405056
TRK00790,Lost Love,Ed Sheeran,Album 26,R&B,137689,94,0.019,0.647,86.2,2020-01-19,19570531
TRK00791,Golden Nights,SZA,Album 43,Rock,215181,35,0.044,0.743,137.9,2020-09-22,13679894
TRK00792,Golden Echoes,Justin Bieber,Album 33,Latin,211547,35,0.232,0.612,91.9,2018-11-13,4123154
TRK00793,Electric Shadows,Harry Styles,Album 31,Rock,157547,17,0.696,0.24,197.3,2017-05-21,17849268
TRK00794,Neon Memories,Taylor Swift,Album 44,R&B,205797,64,0.26,0.234,79.2,2023-09-01,44834769
TRK00795,Silent Shadows,Olivia Rodrigo,Album 38,Indie,269265,16,0.8,0.739,153.5,2018-03-21,27503164
TRK00796,Bright Nights,Olivia Rodrigo,Album 8,Electronic,212406,71,0.849,0.114,153.8,2020-05-19,35824125
TRK00797,Silent Echoes,Ariana Grande,Album 11,R&B,230643,40,0.583,0.638,144.3,2020-06-27,33858260
TRK00798,Endless Love,Travis Scott,Album 43,Country,318568,87,0.42,0.645,161.4,2023-09-08,43566623
TRK00799,Neon Love,Coldplay,Album 22,Latin,355071,87,0.495,0.178,139.2,2020-08-20,49653839
TRK00800,Golden Memories,Coldplay,Album 36,Indie,219038,81,0.656,0.903,75.8,2024-11-21,24164524
TRK00801,Lost Fire,SZA,Album 46,R&B,140643,16,0.491,0.66,143.3,2020-09-26,38697316
TRK00802,Wild Dreams,BTS,Album 26,Electronic,126085,48,0.283,0.825,149.4,2019-05-28,9936972
TRK00803,Lost Rain,Harry Styles,Album 48,Country,201090,19,0.043,0.029,184.7,2022-06-07,16667492
TRK00804,Silent Shadows,Dua Lipa,Album 27,R&B,130875,51,0.564,0.805,166.7,2017-11-23,30171924
TRK00805,Electric Stars,Ed Sheeran,Album 39,Rock,136894,63,0.605,0.586,113.7,2020-04-20,39705382
TRK00806,Lost Dreams,Bad Bunny,Album 6,Electronic,255490,58,0.818,0.827,124.2,2023-10-25,48935962
TRK00807,Bright Fire,Ed Sheeran,Album 36,Latin,229632,62,0.19,0.05,64.2,2015-08-19,28706529
TRK00808,Neon Stars,Travis Scott,Album 2,Latin,225673,96,0.375,0.089,189.5,2017-04-10,37772346
TRK00809,Midnight Hearts,BTS,Album 35,Indie,326773,88,0.959,0.543,176.3,2020-09-06,42477628
TRK00810,Neon Memories,Coldplay,Album 39,Rock,191652,59,0.953,0.771,71.6,2017-10-10,39968580
TRK00811,Electric Rain,Ariana Grande,Album 38,R&B,133829,8,0.5,0.941,191.4,2021-09-25,42883185
TRK00812,Neon Memories,Harry Styles,Album 32,Pop,264968,63,0.376,0.645,77.8,2019-01-30,39235360
TRK00813,Midnight Stars,Justin Bieber,Album 35,R&B,177832,47,0.485,0.628,180.1,2024-06-26,32847755
TRK00814,Golden Stars,Bad Bunny,Album 13,Electronic,214001,99,0.949,0.156,136.0,2023-02-17,16788
TRK00815,Endless Dreams,SZA,Album 29,Latin,337930,85,0.368,0.337,114.3,2020-06-11,11316241
TRK00816,Bright Rain,Coldplay,Album 17,Hip-Hop,194816,89,0.786,0.606,171.4,2019-03-04,46603136
TRK00817,Neon Fire,SZA,Album 32,Electronic,327860,74,0.269,0.588,121.8,2018-10-19,23821232
TRK00818,Electric Rain,Ed Sheeran,Album 46,Indie,216517,89,0.232,0.609,89.5,2023-07-20,13147325
TRK00819,Silent Love,Justin Bieber,Album 28,Pop,186635,7,0.677,0.008,166.0,2016-08-07,24640274
TRK00820,Neon Rain,Travis Scott,Album 46,Pop,353312,51,0.373,0.801,155.1,2021-06-02,6182873
TRK00821,Midnight Dreams,Harry Styles,Album 6,Pop,316363,11,0.116,0.631,152.5,2017-02-15,2888546
TRK00822,Endless Fire,Kendrick Lamar,Album 35,Country,328377,68,0.723,0.034,109.4,2022-05-27,36623869
TRK00823,Electric Nights,Harry Styles,Album 7,Electronic,126566,68,0.582,0.545,196.6,2016-01-19,2961822
TRK00824,Wild Nights,Maroon 5,Album 3,Rock,281791,46,0.882,0.974,111.4,2024-06-15,49511559
TRK00825,Golden Echoes,Kendrick Lamar,Album 39,Hip-Hop,280012,78,0.376,0.461,168.1,2015-10-29,46905805
TRK00826,Dark Echoes,BTS,Album 30,Electronic,276693,28,0.38,0.587,80.4,2022-06-17,20005497
TRK00827,Silent Rain,Justin Bieber,Album 43,Electronic,285199,98,0.977,0.506,192.7,2024-01-07,10257753
TRK00828,Silent Nights,Olivia Rodrigo,Album 47,Hip-Hop,150983,67,0.802,0.845,169.0,2022-01-27,28224547
TRK00829,Golden Love,Justin Bieber,Album 38,Country,146236,56,0.628,0.194,66.4,2017-06-17,3815507
TRK00830,Midnight Hearts,SZA,Album 37,Latin,221882,62,0.498,0.065,93.6,2023-01-27,10117176
TRK00831,Dark Nights,Drake,Album 4,Latin,315303,41,0.325,0.3,188.6,2015-01-09,31317379
TRK00832,Bright Memories,SZA,Album 26,Latin,293828,71,0.758,0.532,166.2,2020-08-24,25839226
TRK00833,Midnight Hearts,Imagine Dragons,Album 13,R&B,130129,60,0.121,0.515,62.4,2024-07-21,5596172
TRK00834,Electric Memories,The Weeknd,Album 46,Electronic,262643,21,0.023,0.306,62.6,2020-08-29,6702307
TRK00835,Wild Shadows,The Weeknd,Album 11,Rock,154245,64,0.385,0.526,74.1,2018-05-15,46161767
TRK00836,Endless Nights,Justin Bieber,Album 28,Latin,145372,17,0.093,0.308,194.0,2017-11-26,37848079
TRK00837,Wild Fire,Travis Scott,Album 40,Rock,309471,88,0.346,0.877,156.9,2017-11-15,10948914
TRK00838,Bright Shadows,Imagine Dragons,Album 8,Latin,276333,31,0.051,0.647,155.6,2020-01-24,40459325
TRK00839,Golden Rain,Bad Bunny,Album 30,Indie,213291,17,0.489,0.966,77.7,2016-10-02,41966654
TRK00840,Silent Dreams,Ariana Grande,Album 30,Electronic,183183,17,0.129,0.946,192.0,2018-03-11,28035847
TRK00841,Electric Fire,Ed Sheeran,Album 36,Hip-Hop,229225,62,0.694,0.142,164.6,2022-10-18,40777510
TRK00842,Wild Nights,The Weeknd,Album 9,Country,271350,4,0.012,0.476,185.6,2021-05-08,37208568
TRK00843,Golden Hearts,Travis Scott,Album 9,Latin,301673,0,0.026,0.702,173.5,2016-06-29,16049194
TRK00844,Lost Fire,Justin Bieber,Album 5,Indie,262275,88,0.825,0.009,90.4,2016-11-01,6107788
TRK00845,Electric Stars,Bad Bunny,Album 3,Pop,206413,6,0.613,0.473,72.7,2017-11-26,12875206
TRK00846,Endless Fire,Ed Sheeran,Album 50,Electronic,139016,26,0.65,0.836,167.8,2024-02-21,29796748
TRK00847,Lost Love,Kendrick Lamar,Album 32,Hip-Hop,178873,25,0.396,0.485,75.5,2017-03-03,1276382
TRK00848,Midnight Love,Doja Cat,Album 12,Electronic,173604,30,0.304,0.605,89.1,2017-10-13,5260790
TRK00849,Midnight Fire,Justin Bieber,Album 20,Pop,271112,62,0.518,0.557,169.4,2016-12-06,5631836
TRK00850,Lost Love,Olivia Rodrigo,Album 9,Rock,231752,84,0.773,0.128,107.8,2019-12-20,23456230
TRK00851,Lost Stars,Maroon 5,Album 18,Country,169156,28,0.135,0.259,187.1,2024-07-22,26519492
TRK00852,Endless Memories,Maroon 5,Album 34,Rock,276728,18,0.933,0.566,80.6,2020-01-10,42256492
TRK00853,Electric Echoes,Maroon 5,Album 36,R&B,327060,76,0.611,0.909,180.5,2018-03-30,8427303
TRK00854,Dark Rain,Coldplay,Album 46,Electronic,222729,56,0.734,0.801,105.8,2023-06-28,7372725
TRK00855,Golden Stars,Olivia Rodrigo,Album 39,Indie,254638,84,0.126,0.763,97.2,2023-08-02,693781
TRK00856,Lost Stars,Coldplay,Album 10,Hip-Hop,322017,94,0.02,0.978,113.8,2021-09-20,31827476
TRK00857,Golden Rain,Taylor Swift,Album 33,Latin,147133,99,0.866,0.623,100.9,2022-07-03,6755071
TRK00858,Wild Dreams,Olivia Rodrigo,Album 43,Indie,251636,73,0.057,0.543,172.9,2020-08-23,18976860
